ResponseId,cluster_id,persona_label
100,3,PHP / LAMP Web Developer
101,1,.NET / Microsoft Ecosystem Developer
102,5,Modern JavaScript / TypeScript Developer
103,5,Modern JavaScript / TypeScript Developer
104,5,Modern JavaScript / TypeScript Developer
106,1,.NET / Microsoft Ecosystem Developer
108,4,Python Backend & Data Developer
109,1,.NET / Microsoft Ecosystem Developer
110,1,.NET / Microsoft Ecosystem Developer
111,1,.NET / Microsoft Ecosystem Developer
115,5,Modern JavaScript / TypeScript Developer
116,5,Modern JavaScript / TypeScript Developer
119,4,Python Backend & Data Developer
120,4,Python Backend & Data Developer
121,3,PHP / LAMP Web Developer
122,1,.NET / Microsoft Ecosystem Developer
123,1,.NET / Microsoft Ecosystem Developer
124,2,Cloud-Native Full-Stack Developer
125,5,Modern JavaScript / TypeScript Developer
126,5,Modern JavaScript / TypeScript Developer
128,2,Cloud-Native Full-Stack Developer
129,1,.NET / Microsoft Ecosystem Developer
130,0,Java / JVM Backend Developer
131,4,Python Backend & Data Developer
132,1,.NET / Microsoft Ecosystem Developer
134,3,PHP / LAMP Web Developer
135,2,Cloud-Native Full-Stack Developer
136,4,Python Backend & Data Developer
137,5,Modern JavaScript / TypeScript Developer
139,4,Python Backend & Data Developer
140,1,.NET / Microsoft Ecosystem Developer
141,5,Modern JavaScript / TypeScript Developer
144,4,Python Backend & Data Developer
145,3,PHP / LAMP Web Developer
146,1,.NET / Microsoft Ecosystem Developer
147,5,Modern JavaScript / TypeScript Developer
150,1,.NET / Microsoft Ecosystem Developer
151,2,Cloud-Native Full-Stack Developer
152,5,Modern JavaScript / TypeScript Developer
153,1,.NET / Microsoft Ecosystem Developer
154,1,.NET / Microsoft Ecosystem Developer
155,2,Cloud-Native Full-Stack Developer
156,5,Modern JavaScript / TypeScript Developer
157,3,PHP / LAMP Web Developer
158,1,.NET / Microsoft Ecosystem Developer
159,1,.NET / Microsoft Ecosystem Developer
160,1,.NET / Microsoft Ecosystem Developer
161,1,.NET / Microsoft Ecosystem Developer
162,3,PHP / LAMP Web Developer
163,1,.NET / Microsoft Ecosystem Developer
164,4,Python Backend & Data Developer
167,0,Java / JVM Backend Developer
168,0,Java / JVM Backend Developer
169,0,Java / JVM Backend Developer
170,2,Cloud-Native Full-Stack Developer
173,3,PHP / LAMP Web Developer
174,5,Modern JavaScript / TypeScript Developer
175,0,Java / JVM Backend Developer
179,0,Java / JVM Backend Developer
183,5,Modern JavaScript / TypeScript Developer
185,1,.NET / Microsoft Ecosystem Developer
187,4,Python Backend & Data Developer
189,3,PHP / LAMP Web Developer
190,2,Cloud-Native Full-Stack Developer
191,4,Python Backend & Data Developer
193,0,Java / JVM Backend Developer
195,5,Modern JavaScript / TypeScript Developer
196,0,Java / JVM Backend Developer
197,0,Java / JVM Backend Developer
198,4,Python Backend & Data Developer
200,4,Python Backend & Data Developer
201,1,.NET / Microsoft Ecosystem Developer
202,2,Cloud-Native Full-Stack Developer
203,5,Modern JavaScript / TypeScript Developer
204,0,Java / JVM Backend Developer
206,5,Modern JavaScript / TypeScript Developer
207,4,Python Backend & Data Developer
208,1,.NET / Microsoft Ecosystem Developer
210,5,Modern JavaScript / TypeScript Developer
212,4,Python Backend & Data Developer
214,1,.NET / Microsoft Ecosystem Developer
215,0,Java / JVM Backend Developer
216,3,PHP / LAMP Web Developer
217,5,Modern JavaScript / TypeScript Developer
219,5,Modern JavaScript / TypeScript Developer
220,1,.NET / Microsoft Ecosystem Developer
221,1,.NET / Microsoft Ecosystem Developer
223,0,Java / JVM Backend Developer
224,3,PHP / LAMP Web Developer
225,4,Python Backend & Data Developer
226,5,Modern JavaScript / TypeScript Developer
229,4,Python Backend & Data Developer
230,1,.NET / Microsoft Ecosystem Developer
231,5,Modern JavaScript / TypeScript Developer
234,4,Python Backend & Data Developer
236,3,PHP / LAMP Web Developer
237,4,Python Backend & Data Developer
239,3,PHP / LAMP Web Developer
241,2,Cloud-Native Full-Stack Developer
242,0,Java / JVM Backend Developer
243,2,Cloud-Native Full-Stack Developer
246,0,Java / JVM Backend Developer
247,1,.NET / Microsoft Ecosystem Developer
248,3,PHP / LAMP Web Developer
250,3,PHP / LAMP Web Developer
253,4,Python Backend & Data Developer
254,3,PHP / LAMP Web Developer
255,1,.NET / Microsoft Ecosystem Developer
256,5,Modern JavaScript / TypeScript Developer
257,1,.NET / Microsoft Ecosystem Developer
258,2,Cloud-Native Full-Stack Developer
259,4,Python Backend & Data Developer
260,1,.NET / Microsoft Ecosystem Developer
261,2,Cloud-Native Full-Stack Developer
264,0,Java / JVM Backend Developer
267,5,Modern JavaScript / TypeScript Developer
269,5,Modern JavaScript / TypeScript Developer
270,1,.NET / Microsoft Ecosystem Developer
273,0,Java / JVM Backend Developer
275,1,.NET / Microsoft Ecosystem Developer
276,3,PHP / LAMP Web Developer
277,4,Python Backend & Data Developer
278,5,Modern JavaScript / TypeScript Developer
279,3,PHP / LAMP Web Developer
281,1,.NET / Microsoft Ecosystem Developer
283,1,.NET / Microsoft Ecosystem Developer
284,4,Python Backend & Data Developer
285,4,Python Backend & Data Developer
286,3,PHP / LAMP Web Developer
287,1,.NET / Microsoft Ecosystem Developer
288,1,.NET / Microsoft Ecosystem Developer
290,4,Python Backend & Data Developer
291,3,PHP / LAMP Web Developer
292,3,PHP / LAMP Web Developer
296,1,.NET / Microsoft Ecosystem Developer
298,0,Java / JVM Backend Developer
300,1,.NET / Microsoft Ecosystem Developer
301,0,Java / JVM Backend Developer
302,0,Java / JVM Backend Developer
303,1,.NET / Microsoft Ecosystem Developer
304,5,Modern JavaScript / TypeScript Developer
305,1,.NET / Microsoft Ecosystem Developer
306,2,Cloud-Native Full-Stack Developer
307,1,.NET / Microsoft Ecosystem Developer
308,2,Cloud-Native Full-Stack Developer
309,1,.NET / Microsoft Ecosystem Developer
310,1,.NET / Microsoft Ecosystem Developer
311,2,Cloud-Native Full-Stack Developer
313,2,Cloud-Native Full-Stack Developer
314,2,Cloud-Native Full-Stack Developer
315,1,.NET / Microsoft Ecosystem Developer
316,4,Python Backend & Data Developer
318,2,Cloud-Native Full-Stack Developer
320,4,Python Backend & Data Developer
322,5,Modern JavaScript / TypeScript Developer
323,1,.NET / Microsoft Ecosystem Developer
324,1,.NET / Microsoft Ecosystem Developer
325,4,Python Backend & Data Developer
327,4,Python Backend & Data Developer
329,5,Modern JavaScript / TypeScript Developer
331,1,.NET / Microsoft Ecosystem Developer
333,0,Java / JVM Backend Developer
334,2,Cloud-Native Full-Stack Developer
335,2,Cloud-Native Full-Stack Developer
336,4,Python Backend & Data Developer
338,2,Cloud-Native Full-Stack Developer
339,5,Modern JavaScript / TypeScript Developer
341,5,Modern JavaScript / TypeScript Developer
342,1,.NET / Microsoft Ecosystem Developer
343,5,Modern JavaScript / TypeScript Developer
344,0,Java / JVM Backend Developer
345,1,.NET / Microsoft Ecosystem Developer
347,4,Python Backend & Data Developer
348,5,Modern JavaScript / TypeScript Developer
350,1,.NET / Microsoft Ecosystem Developer
351,1,.NET / Microsoft Ecosystem Developer
352,4,Python Backend & Data Developer
353,1,.NET / Microsoft Ecosystem Developer
356,0,Java / JVM Backend Developer
357,0,Java / JVM Backend Developer
358,1,.NET / Microsoft Ecosystem Developer
362,5,Modern JavaScript / TypeScript Developer
363,3,PHP / LAMP Web Developer
365,5,Modern JavaScript / TypeScript Developer
366,5,Modern JavaScript / TypeScript Developer
367,4,Python Backend & Data Developer
368,5,Modern JavaScript / TypeScript Developer
369,1,.NET / Microsoft Ecosystem Developer
370,1,.NET / Microsoft Ecosystem Developer
373,5,Modern JavaScript / TypeScript Developer
374,0,Java / JVM Backend Developer
375,3,PHP / LAMP Web Developer
377,4,Python Backend & Data Developer
378,2,Cloud-Native Full-Stack Developer
379,3,PHP / LAMP Web Developer
382,1,.NET / Microsoft Ecosystem Developer
383,1,.NET / Microsoft Ecosystem Developer
384,5,Modern JavaScript / TypeScript Developer
386,0,Java / JVM Backend Developer
387,2,Cloud-Native Full-Stack Developer
388,1,.NET / Microsoft Ecosystem Developer
389,1,.NET / Microsoft Ecosystem Developer
390,2,Cloud-Native Full-Stack Developer
391,1,.NET / Microsoft Ecosystem Developer
392,1,.NET / Microsoft Ecosystem Developer
393,1,.NET / Microsoft Ecosystem Developer
394,2,Cloud-Native Full-Stack Developer
395,5,Modern JavaScript / TypeScript Developer
396,1,.NET / Microsoft Ecosystem Developer
397,4,Python Backend & Data Developer
398,5,Modern JavaScript / TypeScript Developer
399,1,.NET / Microsoft Ecosystem Developer
401,0,Java / JVM Backend Developer
402,3,PHP / LAMP Web Developer
403,3,PHP / LAMP Web Developer
404,1,.NET / Microsoft Ecosystem Developer
405,5,Modern JavaScript / TypeScript Developer
406,1,.NET / Microsoft Ecosystem Developer
407,1,.NET / Microsoft Ecosystem Developer
408,4,Python Backend & Data Developer
409,2,Cloud-Native Full-Stack Developer
410,5,Modern JavaScript / TypeScript Developer
411,1,.NET / Microsoft Ecosystem Developer
413,1,.NET / Microsoft Ecosystem Developer
414,5,Modern JavaScript / TypeScript Developer
415,2,Cloud-Native Full-Stack Developer
416,1,.NET / Microsoft Ecosystem Developer
417,4,Python Backend & Data Developer
419,5,Modern JavaScript / TypeScript Developer
420,5,Modern JavaScript / TypeScript Developer
422,3,PHP / LAMP Web Developer
423,0,Java / JVM Backend Developer
424,1,.NET / Microsoft Ecosystem Developer
425,1,.NET / Microsoft Ecosystem Developer
426,0,Java / JVM Backend Developer
427,0,Java / JVM Backend Developer
429,3,PHP / LAMP Web Developer
430,5,Modern JavaScript / TypeScript Developer
431,2,Cloud-Native Full-Stack Developer
432,1,.NET / Microsoft Ecosystem Developer
434,3,PHP / LAMP Web Developer
436,5,Modern JavaScript / TypeScript Developer
437,2,Cloud-Native Full-Stack Developer
438,4,Python Backend & Data Developer
439,5,Modern JavaScript / TypeScript Developer
440,2,Cloud-Native Full-Stack Developer
441,3,PHP / LAMP Web Developer
442,4,Python Backend & Data Developer
443,0,Java / JVM Backend Developer
444,2,Cloud-Native Full-Stack Developer
445,5,Modern JavaScript / TypeScript Developer
446,3,PHP / LAMP Web Developer
447,1,.NET / Microsoft Ecosystem Developer
448,4,Python Backend & Data Developer
450,1,.NET / Microsoft Ecosystem Developer
451,1,.NET / Microsoft Ecosystem Developer
452,3,PHP / LAMP Web Developer
454,2,Cloud-Native Full-Stack Developer
455,5,Modern JavaScript / TypeScript Developer
456,2,Cloud-Native Full-Stack Developer
457,0,Java / JVM Backend Developer
458,0,Java / JVM Backend Developer
459,2,Cloud-Native Full-Stack Developer
460,3,PHP / LAMP Web Developer
461,1,.NET / Microsoft Ecosystem Developer
462,5,Modern JavaScript / TypeScript Developer
463,0,Java / JVM Backend Developer
464,2,Cloud-Native Full-Stack Developer
465,4,Python Backend & Data Developer
466,5,Modern JavaScript / TypeScript Developer
467,4,Python Backend & Data Developer
468,5,Modern JavaScript / TypeScript Developer
469,3,PHP / LAMP Web Developer
470,5,Modern JavaScript / TypeScript Developer
472,3,PHP / LAMP Web Developer
473,1,.NET / Microsoft Ecosystem Developer
475,5,Modern JavaScript / TypeScript Developer
476,4,Python Backend & Data Developer
477,0,Java / JVM Backend Developer
478,5,Modern JavaScript / TypeScript Developer
479,1,.NET / Microsoft Ecosystem Developer
480,0,Java / JVM Backend Developer
482,2,Cloud-Native Full-Stack Developer
483,5,Modern JavaScript / TypeScript Developer
484,3,PHP / LAMP Web Developer
486,0,Java / JVM Backend Developer
487,2,Cloud-Native Full-Stack Developer
488,5,Modern JavaScript / TypeScript Developer
490,1,.NET / Microsoft Ecosystem Developer
491,3,PHP / LAMP Web Developer
492,3,PHP / LAMP Web Developer
493,3,PHP / LAMP Web Developer
494,4,Python Backend & Data Developer
495,0,Java / JVM Backend Developer
499,1,.NET / Microsoft Ecosystem Developer
500,2,Cloud-Native Full-Stack Developer
502,3,PHP / LAMP Web Developer
503,4,Python Backend & Data Developer
505,2,Cloud-Native Full-Stack Developer
507,1,.NET / Microsoft Ecosystem Developer
508,1,.NET / Microsoft Ecosystem Developer
511,1,.NET / Microsoft Ecosystem Developer
512,2,Cloud-Native Full-Stack Developer
513,3,PHP / LAMP Web Developer
516,2,Cloud-Native Full-Stack Developer
517,4,Python Backend & Data Developer
520,0,Java / JVM Backend Developer
522,2,Cloud-Native Full-Stack Developer
523,5,Modern JavaScript / TypeScript Developer
524,5,Modern JavaScript / TypeScript Developer
525,2,Cloud-Native Full-Stack Developer
526,2,Cloud-Native Full-Stack Developer
527,1,.NET / Microsoft Ecosystem Developer
528,1,.NET / Microsoft Ecosystem Developer
530,5,Modern JavaScript / TypeScript Developer
532,5,Modern JavaScript / TypeScript Developer
533,4,Python Backend & Data Developer
535,0,Java / JVM Backend Developer
536,5,Modern JavaScript / TypeScript Developer
537,2,Cloud-Native Full-Stack Developer
538,3,PHP / LAMP Web Developer
539,5,Modern JavaScript / TypeScript Developer
540,3,PHP / LAMP Web Developer
542,1,.NET / Microsoft Ecosystem Developer
543,1,.NET / Microsoft Ecosystem Developer
545,2,Cloud-Native Full-Stack Developer
547,4,Python Backend & Data Developer
548,4,Python Backend & Data Developer
550,2,Cloud-Native Full-Stack Developer
551,2,Cloud-Native Full-Stack Developer
553,4,Python Backend & Data Developer
555,1,.NET / Microsoft Ecosystem Developer
556,1,.NET / Microsoft Ecosystem Developer
557,4,Python Backend & Data Developer
558,1,.NET / Microsoft Ecosystem Developer
559,2,Cloud-Native Full-Stack Developer
560,5,Modern JavaScript / TypeScript Developer
562,1,.NET / Microsoft Ecosystem Developer
564,4,Python Backend & Data Developer
565,0,Java / JVM Backend Developer
567,0,Java / JVM Backend Developer
568,3,PHP / LAMP Web Developer
569,0,Java / JVM Backend Developer
570,4,Python Backend & Data Developer
574,5,Modern JavaScript / TypeScript Developer
575,5,Modern JavaScript / TypeScript Developer
576,4,Python Backend & Data Developer
579,4,Python Backend & Data Developer
581,5,Modern JavaScript / TypeScript Developer
584,5,Modern JavaScript / TypeScript Developer
585,1,.NET / Microsoft Ecosystem Developer
586,0,Java / JVM Backend Developer
587,1,.NET / Microsoft Ecosystem Developer
588,2,Cloud-Native Full-Stack Developer
589,1,.NET / Microsoft Ecosystem Developer
590,3,PHP / LAMP Web Developer
593,2,Cloud-Native Full-Stack Developer
595,0,Java / JVM Backend Developer
598,4,Python Backend & Data Developer
600,5,Modern JavaScript / TypeScript Developer
602,4,Python Backend & Data Developer
603,2,Cloud-Native Full-Stack Developer
604,2,Cloud-Native Full-Stack Developer
605,0,Java / JVM Backend Developer
606,4,Python Backend & Data Developer
607,5,Modern JavaScript / TypeScript Developer
609,4,Python Backend & Data Developer
610,2,Cloud-Native Full-Stack Developer
611,3,PHP / LAMP Web Developer
613,2,Cloud-Native Full-Stack Developer
615,4,Python Backend & Data Developer
616,4,Python Backend & Data Developer
617,5,Modern JavaScript / TypeScript Developer
618,2,Cloud-Native Full-Stack Developer
619,4,Python Backend & Data Developer
620,4,Python Backend & Data Developer
621,0,Java / JVM Backend Developer
622,5,Modern JavaScript / TypeScript Developer
623,3,PHP / LAMP Web Developer
624,1,.NET / Microsoft Ecosystem Developer
625,4,Python Backend & Data Developer
626,1,.NET / Microsoft Ecosystem Developer
627,2,Cloud-Native Full-Stack Developer
628,0,Java / JVM Backend Developer
630,0,Java / JVM Backend Developer
633,5,Modern JavaScript / TypeScript Developer
634,0,Java / JVM Backend Developer
635,1,.NET / Microsoft Ecosystem Developer
636,0,Java / JVM Backend Developer
637,2,Cloud-Native Full-Stack Developer
638,1,.NET / Microsoft Ecosystem Developer
639,5,Modern JavaScript / TypeScript Developer
640,4,Python Backend & Data Developer
642,0,Java / JVM Backend Developer
643,2,Cloud-Native Full-Stack Developer
645,0,Java / JVM Backend Developer
646,1,.NET / Microsoft Ecosystem Developer
647,1,.NET / Microsoft Ecosystem Developer
648,1,.NET / Microsoft Ecosystem Developer
649,4,Python Backend & Data Developer
651,1,.NET / Microsoft Ecosystem Developer
653,5,Modern JavaScript / TypeScript Developer
654,1,.NET / Microsoft Ecosystem Developer
660,3,PHP / LAMP Web Developer
661,3,PHP / LAMP Web Developer
662,0,Java / JVM Backend Developer
663,5,Modern JavaScript / TypeScript Developer
664,5,Modern JavaScript / TypeScript Developer
666,4,Python Backend & Data Developer
667,3,PHP / LAMP Web Developer
668,1,.NET / Microsoft Ecosystem Developer
670,0,Java / JVM Backend Developer
671,2,Cloud-Native Full-Stack Developer
672,0,Java / JVM Backend Developer
673,1,.NET / Microsoft Ecosystem Developer
674,4,Python Backend & Data Developer
676,5,Modern JavaScript / TypeScript Developer
677,3,PHP / LAMP Web Developer
678,0,Java / JVM Backend Developer
679,3,PHP / LAMP Web Developer
681,1,.NET / Microsoft Ecosystem Developer
682,3,PHP / LAMP Web Developer
684,4,Python Backend & Data Developer
685,4,Python Backend & Data Developer
686,4,Python Backend & Data Developer
687,5,Modern JavaScript / TypeScript Developer
688,5,Modern JavaScript / TypeScript Developer
689,0,Java / JVM Backend Developer
690,5,Modern JavaScript / TypeScript Developer
691,0,Java / JVM Backend Developer
693,4,Python Backend & Data Developer
694,5,Modern JavaScript / TypeScript Developer
695,4,Python Backend & Data Developer
696,2,Cloud-Native Full-Stack Developer
697,4,Python Backend & Data Developer
699,2,Cloud-Native Full-Stack Developer
700,5,Modern JavaScript / TypeScript Developer
701,1,.NET / Microsoft Ecosystem Developer
702,1,.NET / Microsoft Ecosystem Developer
703,1,.NET / Microsoft Ecosystem Developer
704,1,.NET / Microsoft Ecosystem Developer
708,3,PHP / LAMP Web Developer
709,4,Python Backend & Data Developer
711,0,Java / JVM Backend Developer
712,1,.NET / Microsoft Ecosystem Developer
713,1,.NET / Microsoft Ecosystem Developer
714,2,Cloud-Native Full-Stack Developer
715,5,Modern JavaScript / TypeScript Developer
716,5,Modern JavaScript / TypeScript Developer
717,5,Modern JavaScript / TypeScript Developer
718,3,PHP / LAMP Web Developer
719,1,.NET / Microsoft Ecosystem Developer
720,4,Python Backend & Data Developer
721,0,Java / JVM Backend Developer
722,4,Python Backend & Data Developer
724,1,.NET / Microsoft Ecosystem Developer
725,1,.NET / Microsoft Ecosystem Developer
726,0,Java / JVM Backend Developer
727,0,Java / JVM Backend Developer
728,0,Java / JVM Backend Developer
730,4,Python Backend & Data Developer
731,4,Python Backend & Data Developer
732,1,.NET / Microsoft Ecosystem Developer
733,2,Cloud-Native Full-Stack Developer
734,0,Java / JVM Backend Developer
735,4,Python Backend & Data Developer
736,4,Python Backend & Data Developer
737,4,Python Backend & Data Developer
740,3,PHP / LAMP Web Developer
741,2,Cloud-Native Full-Stack Developer
743,3,PHP / LAMP Web Developer
744,1,.NET / Microsoft Ecosystem Developer
747,0,Java / JVM Backend Developer
748,1,.NET / Microsoft Ecosystem Developer
749,5,Modern JavaScript / TypeScript Developer
751,1,.NET / Microsoft Ecosystem Developer
752,5,Modern JavaScript / TypeScript Developer
754,2,Cloud-Native Full-Stack Developer
755,3,PHP / LAMP Web Developer
756,0,Java / JVM Backend Developer
757,4,Python Backend & Data Developer
758,3,PHP / LAMP Web Developer
759,4,Python Backend & Data Developer
760,5,Modern JavaScript / TypeScript Developer
762,3,PHP / LAMP Web Developer
763,2,Cloud-Native Full-Stack Developer
764,5,Modern JavaScript / TypeScript Developer
766,1,.NET / Microsoft Ecosystem Developer
767,3,PHP / LAMP Web Developer
768,1,.NET / Microsoft Ecosystem Developer
769,4,Python Backend & Data Developer
770,2,Cloud-Native Full-Stack Developer
771,1,.NET / Microsoft Ecosystem Developer
774,3,PHP / LAMP Web Developer
775,2,Cloud-Native Full-Stack Developer
776,4,Python Backend & Data Developer
777,4,Python Backend & Data Developer
778,2,Cloud-Native Full-Stack Developer
780,0,Java / JVM Backend Developer
781,1,.NET / Microsoft Ecosystem Developer
782,0,Java / JVM Backend Developer
783,3,PHP / LAMP Web Developer
784,1,.NET / Microsoft Ecosystem Developer
785,2,Cloud-Native Full-Stack Developer
786,2,Cloud-Native Full-Stack Developer
787,3,PHP / LAMP Web Developer
789,1,.NET / Microsoft Ecosystem Developer
790,0,Java / JVM Backend Developer
792,1,.NET / Microsoft Ecosystem Developer
793,0,Java / JVM Backend Developer
794,3,PHP / LAMP Web Developer
795,2,Cloud-Native Full-Stack Developer
796,5,Modern JavaScript / TypeScript Developer
797,2,Cloud-Native Full-Stack Developer
798,2,Cloud-Native Full-Stack Developer
800,5,Modern JavaScript / TypeScript Developer
801,0,Java / JVM Backend Developer
803,0,Java / JVM Backend Developer
805,2,Cloud-Native Full-Stack Developer
806,1,.NET / Microsoft Ecosystem Developer
807,5,Modern JavaScript / TypeScript Developer
808,3,PHP / LAMP Web Developer
809,1,.NET / Microsoft Ecosystem Developer
810,4,Python Backend & Data Developer
812,3,PHP / LAMP Web Developer
813,1,.NET / Microsoft Ecosystem Developer
814,2,Cloud-Native Full-Stack Developer
816,1,.NET / Microsoft Ecosystem Developer
818,4,Python Backend & Data Developer
819,4,Python Backend & Data Developer
821,5,Modern JavaScript / TypeScript Developer
822,0,Java / JVM Backend Developer
823,5,Modern JavaScript / TypeScript Developer
824,0,Java / JVM Backend Developer
825,5,Modern JavaScript / TypeScript Developer
826,4,Python Backend & Data Developer
827,4,Python Backend & Data Developer
828,3,PHP / LAMP Web Developer
829,5,Modern JavaScript / TypeScript Developer
830,2,Cloud-Native Full-Stack Developer
831,4,Python Backend & Data Developer
832,2,Cloud-Native Full-Stack Developer
833,5,Modern JavaScript / TypeScript Developer
835,2,Cloud-Native Full-Stack Developer
836,5,Modern JavaScript / TypeScript Developer
837,4,Python Backend & Data Developer
838,1,.NET / Microsoft Ecosystem Developer
839,1,.NET / Microsoft Ecosystem Developer
840,1,.NET / Microsoft Ecosystem Developer
842,2,Cloud-Native Full-Stack Developer
845,1,.NET / Microsoft Ecosystem Developer
846,4,Python Backend & Data Developer
847,1,.NET / Microsoft Ecosystem Developer
849,0,Java / JVM Backend Developer
850,2,Cloud-Native Full-Stack Developer
851,4,Python Backend & Data Developer
852,0,Java / JVM Backend Developer
854,3,PHP / LAMP Web Developer
855,5,Modern JavaScript / TypeScript Developer
856,1,.NET / Microsoft Ecosystem Developer
857,2,Cloud-Native Full-Stack Developer
858,3,PHP / LAMP Web Developer
859,4,Python Backend & Data Developer
860,2,Cloud-Native Full-Stack Developer
862,1,.NET / Microsoft Ecosystem Developer
863,5,Modern JavaScript / TypeScript Developer
865,1,.NET / Microsoft Ecosystem Developer
867,4,Python Backend & Data Developer
868,0,Java / JVM Backend Developer
869,5,Modern JavaScript / TypeScript Developer
870,0,Java / JVM Backend Developer
871,4,Python Backend & Data Developer
872,1,.NET / Microsoft Ecosystem Developer
873,0,Java / JVM Backend Developer
875,5,Modern JavaScript / TypeScript Developer
877,0,Java / JVM Backend Developer
878,4,Python Backend & Data Developer
879,3,PHP / LAMP Web Developer
880,1,.NET / Microsoft Ecosystem Developer
882,1,.NET / Microsoft Ecosystem Developer
883,1,.NET / Microsoft Ecosystem Developer
884,5,Modern JavaScript / TypeScript Developer
886,5,Modern JavaScript / TypeScript Developer
887,4,Python Backend & Data Developer
888,4,Python Backend & Data Developer
889,4,Python Backend & Data Developer
890,3,PHP / LAMP Web Developer
892,5,Modern JavaScript / TypeScript Developer
893,2,Cloud-Native Full-Stack Developer
894,1,.NET / Microsoft Ecosystem Developer
895,0,Java / JVM Backend Developer
897,0,Java / JVM Backend Developer
898,1,.NET / Microsoft Ecosystem Developer
899,5,Modern JavaScript / TypeScript Developer
900,0,Java / JVM Backend Developer
901,4,Python Backend & Data Developer
902,2,Cloud-Native Full-Stack Developer
903,2,Cloud-Native Full-Stack Developer
905,3,PHP / LAMP Web Developer
907,3,PHP / LAMP Web Developer
908,5,Modern JavaScript / TypeScript Developer
909,3,PHP / LAMP Web Developer
910,5,Modern JavaScript / TypeScript Developer
911,4,Python Backend & Data Developer
912,1,.NET / Microsoft Ecosystem Developer
916,0,Java / JVM Backend Developer
917,4,Python Backend & Data Developer
918,2,Cloud-Native Full-Stack Developer
919,4,Python Backend & Data Developer
921,5,Modern JavaScript / TypeScript Developer
922,2,Cloud-Native Full-Stack Developer
923,2,Cloud-Native Full-Stack Developer
925,1,.NET / Microsoft Ecosystem Developer
926,3,PHP / LAMP Web Developer
927,5,Modern JavaScript / TypeScript Developer
928,1,.NET / Microsoft Ecosystem Developer
929,3,PHP / LAMP Web Developer
930,3,PHP / LAMP Web Developer
934,1,.NET / Microsoft Ecosystem Developer
935,2,Cloud-Native Full-Stack Developer
936,5,Modern JavaScript / TypeScript Developer
937,1,.NET / Microsoft Ecosystem Developer
938,0,Java / JVM Backend Developer
939,1,.NET / Microsoft Ecosystem Developer
940,5,Modern JavaScript / TypeScript Developer
941,2,Cloud-Native Full-Stack Developer
942,5,Modern JavaScript / TypeScript Developer
943,1,.NET / Microsoft Ecosystem Developer
944,4,Python Backend & Data Developer
945,2,Cloud-Native Full-Stack Developer
946,4,Python Backend & Data Developer
949,5,Modern JavaScript / TypeScript Developer
950,1,.NET / Microsoft Ecosystem Developer
951,2,Cloud-Native Full-Stack Developer
